action,batch,corrected_action,narration_text,reasoning,round,scenario,status_main,status_secondary,timestamp_sec,video_uid
Essential Operation,1,,#C C washes the mirror.,Core manual task involving high hand activity.,r001,Cleaning,Gold,,192.2488086,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Locomotion,1,Essential Operation,#C C moves the curtain.,Movement of the body to interact with the curtain.,r001,Cleaning,Bad,,417.7144886,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Essential Operation,1,Stationary,#C C touches the soap.,Core task involving manual interaction with an object.,r001,Cleaning,Bad,,422.11840860000007,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Essential Operation,1,,#C C wipes the wall .,Core task involving high hand activity.,r001,Cleaning,Gold,,463.8616286,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Object Transfer,1,,#C C puts the rag in the sink.,"Logistics step, moving the rag to the sink.",r001,Cleaning,Gold,,545.4815886,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Essential Operation,1,Object Transfer,#C C moves the body oil.,"Core task involving manual activity, likely with high hand acceleration.",r001,Cleaning,Bad,,558.5690859042344,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Locomotion,1,Object Transfer,#C C throws the body oil down.,"Involves throwing, which is a high-energy body movement.",r001,Cleaning,Bad,,582.6378159042343,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Object Transfer,1,,#C C puts the spryer on the shelf.,Logistics step involving moving an object to a location.,r001,Cleaning,Gold,,616.2003859042344,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Object Transfer,1,,#C C moves the sponge to the right hand.,Logistics of moving an object (sponge) from one hand to another.,r001,Cleaning,Gold,,780.6208759042344,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Search,1,Stationary,#C C moves the phone.,"Head movement (visual search or monitoring), hands mostly still.",r001,Cleaning,Bad,,800.7504159042344,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Object Transfer,1,,#C C places the bottle against the wall,"Placing an object, which involves logistics and setup.",r001,Cleaning,Gold,,868.1994824964844,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Locomotion,1,,#C C bends towards the floor,"Body movement to change position (bending), indicative of high body acceleration.",r001,Cleaning,Gold,,871.5961524964844,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Locomotion,1,,#C C moves away from the toilet,Body moving through space.,r001,Cleaning,Gold,,895.5392624964844,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Stationary,1,Object Transfer,#C C places the sponge in her left hand,"The action involves holding an object, which typically does not involve significant movement.",r001,Cleaning,Bad,,923.1550324964844,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Essential Operation,1,,#C C wipes the cistern with the cloth,Core task involving high hand activity.,r001,Cleaning,Gold,,960.4659324964844,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Object Transfer,1,,#C C places the cloth in her right hand,Logistics step of picking up/putting down an object.,r001,Cleaning,Gold,,995.8000024964844,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Locomotion,1,,#C C walks towards the toilet,"Movement through space, involves walking.",r001,Cleaning,Gold,,1098.9362124964844,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Object Transfer,1,Essential Operation,#C C covers the toilet with the lid,Logistics action involving picking up and placing the lid.,r001,Cleaning,Bad,,1099.8674224964843,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Essential Operation,1,,#C C wipes the instant shower with the sponge,Core task involving high hand activity.,r001,Cleaning,Gold,,1181.6842524964843,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Object Transfer,1,,#C C picks up the shower head,Logistics step involving picking up an object.,r001,Cleaning,Gold,,1250.8200224964844,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Object Transfer,1,,#C C returns the shower head back in it's original position,Logistics step involving moving an object to its place.,r001,Cleaning,Gold,,1350.5501724964845,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Object Transfer,1,,#C C moves the shaver to the edge of the bathtub,Logistics of moving an object from one place to another.,r001,Cleaning,Gold,,1354.8136824964845,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
Stationary,1,,#C C holds the wire in the junction box with his left hand.,"Low body/hand motion, holding position.",r001,Carpentry,Gold,,99.76782,ea603bd5-207f-4679-90c5-b480d8b286b9
Search,1,,#C C looks at the items in the countertop,"Visual search or monitoring, likely involves head movement.",r001,Cooking,Gold,,1.6367686,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C cuts a piece the potato,Core task involving high hand activity.,r001,Cooking,Gold,,54.2069986,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,,#C C places the tray on the cooker,Logistics step involving the placement of an object.,r001,Cooking,Gold,,82.7214386,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,Essential Operation,#C C opens a spice bottle,Logistics step involving opening a container.,r001,Cooking,Bad,,140.0215486,ecb53665-3b24-416f-9a63-24030aed6f97
Stationary,1,Essential Operation,#C C wipes hand with a kitchen towel,"Low body/hand motion, wiping is a low-energy activity.",r001,Cooking,Bad,,198.0842686,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,Essential Operation,#C C closes the spice bottle,Action involves a logistic step of closing an object.,r001,Cooking,Bad,,218.3454086,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C pours oil in the cooking pot,Core task involving manipulation with high hand activity.,r001,Cooking,Gold,,325.90794860000005,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C peels the garlic cover,Core task involving manual dexterity with hands.,r001,Cooking,Gold,,383.8100886,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,,#C C puts aside garlic cover,Logistics step involving picking up and putting down an object.,r001,Cooking,Gold,,440.35557860000006,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C hits the knife in the cooking pot,Core task involving high hand activity and likely forceful motion.,r001,Cooking,Gold,,461.90627860000006,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C slices the capsicum,Core task involving high hand activity.,r001,Cooking,Gold,,542.2701086,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C cuts the Courgette,"Core task, high hand activity.",r001,Cooking,Gold,,595.4644093600199,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C hits cooking stick on the cooking pot,Core task involving high hand activity.,r001,Cooking,Gold,,694.0949693600198,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,,#C C places cooking stick in the cooking pot,Logistics step involving the placement of an object.,r001,Cooking,Gold,,704.5802793600199,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,,#C C places meat pieces on the chopping board,Logistics step involving picking up and placing down objects.,r001,Cooking,Gold,,754.8366493600199,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,,#C C puts down the chopping board,Logistics step involving placing an object down.,r001,Cooking,Gold,,814.0295493600198,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,,#C C picks a container cover,Logistics/Setup step involving picking up an object.,r001,Cooking,Gold,,863.4720283656251,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,,#C C puts away the plastic paper,"Logistics/Setup step, moving an object to a storage location.",r001,Cooking,Gold,,887.560258365625,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,,#C C picks a spice bottle,Logistics step involving picking up an object.,r001,Cooking,Gold,,1156.842178365625,ecb53665-3b24-416f-9a63-24030aed6f97
Stationary,1,,#C C holds the cooking pot handle,"Holding the pot handle involves minimal movement, indicating a stationary action.",r001,Cooking,Gold,,1166.889178365625,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,,#C C puts down the tomato puree tube,Logistics step involving placing down an object.,r001,Cooking,Gold,,1215.545928365625,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C hits the can with the cooking stick,Core task involving high hand activity and possibly some body movement.,r001,Cooking,Gold,,1262.437748365625,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C smashes ingredients with the cooking stick,Core task involving high hand activity and forceful interaction with objects.,r001,Cooking,Gold,,1281.132478365625,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C pours spice in the cooking pot,Core task involving manual operation with hands.,r001,Cooking,Gold,,1332.597528365625,ecb53665-3b24-416f-9a63-24030aed6f97
Stationary,1,Essential Operation,#C C turns on cooker,Turning on a cooker is an action that typically involves minimal body movement and is often accompanied by low energy hand gestures.,r001,Cooking,Bad,,1387.5101586080666,ecb53665-3b24-416f-9a63-24030aed6f97
Stationary,1,,#C C touches face with right hand,"Low body/hand motion, primarily hand movement.",r001,Cooking,Gold,,1409.0565786080665,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C pours water in the in the colander sieve,Core task involving active hand movement.,r001,Cooking,Gold,,1501.6831886080663,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C shakes the colander sieve,Core task involving high hand activity.,r001,Cooking,Gold,,1518.1660586080666,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,,#C C moves a glass on the countertop,Logistics step involving the movement of an object.,r001,Cooking,Gold,,1570.0811386080666,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C turns food in the tray with the spatula,"Core task involving manipulation, high hand activity.",r001,Cooking,Gold,,1631.6995271449218,ecb53665-3b24-416f-9a63-24030aed6f97
Locomotion,1,,#C C moves around with a tray,"Body moving through space with a tray, indicating movement.",r001,Cooking,Gold,,1708.865187144922,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,,#C C picks a slotted turner,Logistics step involving picking up an object.,r001,Cooking,Gold,,2209.421607144922,ecb53665-3b24-416f-9a63-24030aed6f97
Search,1,,#C C looks inside the microwave,"Head movement (visual inspection), hands mostly still.",r001,Cooking,Gold,,2273.859027144922,ecb53665-3b24-416f-9a63-24030aed6f97
Stationary,1,,#C C blows the stew to cool,"Low body/hand motion, primarily blowing which involves minimal movement.",r001,Cooking,Gold,,2287.4520871449217,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C adjust the cookers heat,"Core task involving manual adjustment, high hand activity.",r001,Cooking,Gold,,2334.836527144922,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,Essential Operation,#C C closes spice container,Logistics step involving closing a container.,r001,Cooking,Bad,,2412.010127144922,ecb53665-3b24-416f-9a63-24030aed6f97
Essential Operation,1,,#C C stirs the stew,"Core manual task, high hand activity.",r001,Cooking,Gold,,2418.826917144922,ecb53665-3b24-416f-9a63-24030aed6f97
Stationary,1,,#C C holds waist,"Low body/hand motion, indicating a stationary action.",r001,Cooking,Gold,,2424.101467144922,ecb53665-3b24-416f-9a63-24030aed6f97
Object Transfer,1,,#C C picks the plate in the microwave,Logistics action involving picking up an object.,r001,Cooking,Gold,,2456.1244855482423,ecb53665-3b24-416f-9a63-24030aed6f97
Locomotion,1,,#C C stands on the floor,"Standing involves body movement and can be classified as a change in posture, which is related to locomotion.",r001,Cooking,Gold,,39.24776526666667,f2420e55-e559-40e1-9c96-863c6be763fd
Essential Operation,1,,#C C folds the piece of cloth with her hands,Core manual task involving hands with significant activity.,r001,Cooking,Gold,,164.01833526666667,f2420e55-e559-40e1-9c96-863c6be763fd
Object Transfer,1,,#C C puts the pieces of clothes on the bed,"Logistics step of placing objects, short bursts of hand activity.",r001,Cooking,Gold,,195.85399526666663,f2420e55-e559-40e1-9c96-863c6be763fd
Stationary,1,,#O Child B converses with C,"Low body/hand motion, likely involves speaking.",r001,Cooking,Gold,,503.4103052666666,f2420e55-e559-40e1-9c96-863c6be763fd
Stationary,1,,#O Man A converses,"Low body/hand motion, likely involves speaking.",r001,Cooking,Gold,,514.5597252666668,f2420e55-e559-40e1-9c96-863c6be763fd
Stationary,1,Locomotion,#C C turns left,Turning left is a minor body movement that does not involve significant locomotion or hand activity.,r001,Cooking,Bad,,517.8502752666667,f2420e55-e559-40e1-9c96-863c6be763fd
Stationary,1,,#C C converses with person X,Low body/hand motion.,r001,Cooking,Gold,,577.0615419333334,f2420e55-e559-40e1-9c96-863c6be763fd
Stationary,1,,#C C dialogues with man G,Low body/hand motion during dialogue.,r001,Cooking,Gold,,672.4902019333334,f2420e55-e559-40e1-9c96-863c6be763fd
Locomotion,1,,#O child P runs in the room,"Movement through space, high body acceleration.",r001,Cooking,Gold,,674.2122019333334,f2420e55-e559-40e1-9c96-863c6be763fd
Stationary,1,,#C C talks to man G,Low body/hand motion.,r001,Cooking,Gold,,690.6059319333334,f2420e55-e559-40e1-9c96-863c6be763fd
Essential Operation,1,,#C C straightens wire,"Core manual task involving manipulation, high hand activity.",r001,Cooking,Gold,,727.8172619333334,f2420e55-e559-40e1-9c96-863c6be763fd
Stationary,1,,#C C talks to person X,Low body/hand motion.,r001,Cooking,Gold,,740.8730219333335,f2420e55-e559-40e1-9c96-863c6be763fd
Search,1,Stationary,#C C looks at child P,"Head movement (visual search), hands mostly still.",r001,Cooking,Bad,,754.2690819333334,f2420e55-e559-40e1-9c96-863c6be763fd
Stationary,1,Object Transfer,#C C puts bedding on the bed,"The action involves placing bedding on a bed, which is a low-energy activity.",r001,Cooking,Bad,,798.2038919333335,f2420e55-e559-40e1-9c96-863c6be763fd
Object Transfer,1,Essential Operation,#C C arranges cloths in a wardrobe,Logistics step involving picking up and placing cloths.,r001,Cooking,Bad,,1085.6131186,f2420e55-e559-40e1-9c96-863c6be763fd
Object Transfer,1,Essential Operation,#O person A wears the shoe,"Action involves putting on an item, which is a logistics step.",r001,Cooking,Bad,,1449.5254086,f2420e55-e559-40e1-9c96-863c6be763fd
Stationary,1,,#O person A wears shoe,The action of putting on shoes is typically performed while standing in one place with minimal body movement.,r001,Cooking,Gold,,1496.6642486,f2420e55-e559-40e1-9c96-863c6be763fd
Stationary,1,,#C C conversed with person A,Low body/hand motion during conversation.,r001,Cooking,Gold,,1626.2000386,f2420e55-e559-40e1-9c96-863c6be763fd
Locomotion,1,,#O man Q walks towards C,Body moving through space (walking).,r001,Cooking,Gold,,1640.1331286,f2420e55-e559-40e1-9c96-863c6be763fd
Stationary,1,,#C C looks at #unsure,"Low body/hand motion, likely visual inspection with minimal movement.",r001,Cooking,Gold,,1745.5642686,f2420e55-e559-40e1-9c96-863c6be763fd
Object Transfer,1,,#C C picks a pen from the bag,Logistics/Setup step involving picking up an object.,r001,Cooking,Gold,,1761.0059886,f2420e55-e559-40e1-9c96-863c6be763fd
Search,1,Stationary,#C C looks at the telephone,"Head movement (visual search), hands mostly still.",r001,Cooking,Bad,,2249.789695266667,f2420e55-e559-40e1-9c96-863c6be763fd
Object Transfer,1,Essential Operation,#C C opens a book,"Opening an object, involves a short burst of hand activity.",r001,Cooking,Bad,,2330.643095266667,f2420e55-e559-40e1-9c96-863c6be763fd
