action,annotation_id,annotator,batch,corrected_action,created_at,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,id,lead_time,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,status,timestamp_sec,updated_at,verdict,video_uid,watchlist_hit
Locomotion,14110,6,6,,2026-03-03T21:42:11.500908Z,7,2716,,no,0,0.0,0,1150145,0.762,#O man D walks the cat on a pavement,man d walks cat on pavement,"The action involves movement through space, characteristic of walking.",r002,Walking Outdoors,,silver,78.48588,2026-03-03T21:42:11.500931Z,Gold,e47119be-41e8-4fda-94cb-e59aabb2329f,no
Locomotion,14111,6,6,,2026-03-03T21:42:12.347112Z,15,682,,no,0,0.0,0,1150146,0.375,#C C walks on a pathway with man X,walks on pathway with man x,"Body moving through space, indicative of walking.",r002,Walking Outdoors,,silver,575.0531933333333,2026-03-03T21:42:12.347126Z,Gold,e47119be-41e8-4fda-94cb-e59aabb2329f,no
Locomotion,14112,6,6,,2026-03-03T21:42:13.233254Z,5,4647,,no,0,0.0,0,1150147,0.342,#C C follows man X,follows man x,"Body moving through space, indicative of walking.",r002,Walking Outdoors,,silver,719.8170633333333,2026-03-03T21:42:13.233278Z,Gold,e47119be-41e8-4fda-94cb-e59aabb2329f,no
Stationary,14113,6,6,,2026-03-03T21:42:14.055992Z,3,10757,,no,0,0.0,0,1150148,0.358,#O man X stops,man x stops,"The action indicates a pause in movement, resulting in low body and hand motion.",r002,Walking Outdoors,,silver,752.7305133333333,2026-03-03T21:42:14.056006Z,Gold,e47119be-41e8-4fda-94cb-e59aabb2329f,no
Search,14114,6,6,,2026-03-03T21:42:17.358905Z,5,5688,,no,0,0.0,0,1150149,0.564,#C C turns head,turns head,"Head movement (visual search), minimal body motion.",r002,Walking Outdoors,,silver,884.7193833333333,2026-03-03T21:42:17.358920Z,Gold,e47119be-41e8-4fda-94cb-e59aabb2329f,no
Search,14115,6,6,,2026-03-03T21:42:18.312497Z,5,5570,,no,0,0.0,0,1150150,0.458,#C C stares at cats,stares at cats,"Head movement (visual search), hands mostly still.",r002,Walking Outdoors,,silver,910.9739233333332,2026-03-03T21:42:18.312520Z,Gold,e47119be-41e8-4fda-94cb-e59aabb2329f,no
Search,14116,6,6,,2026-03-03T21:42:19.411952Z,4,6616,,no,0,0.0,0,1150151,0.658,#C C gazes at cats,gazes at cats,"Visual search or monitoring, likely involves head movement.",r002,Walking Outdoors,,silver,1058.3159533333333,2026-03-03T21:42:19.411965Z,Gold,e47119be-41e8-4fda-94cb-e59aabb2329f,no
Locomotion,14117,6,6,,2026-03-03T21:42:20.411342Z,4,8424,,no,0,0.0,0,1150152,0.49,#C C walks to the fence,walks to fence,"Body moving through space, indicative of walking.",r002,Walking Outdoors,,silver,1101.8056966666666,2026-03-03T21:42:20.411366Z,Gold,e47119be-41e8-4fda-94cb-e59aabb2329f,no
Locomotion,14118,6,6,Object Transfer,2026-03-03T21:42:21.339661Z,3,10715,,no,0,0.0,0,1150153,3.031,#O man X carries cat,man x carries cat,Body moving through space while carrying an object.,r002,Walking Outdoors,,silver,1794.34875,2026-03-03T21:42:24.169778Z,Bad,e47119be-41e8-4fda-94cb-e59aabb2329f,no
Object Transfer,14119,6,6,,2026-03-03T21:42:26.121103Z,3,11079,,no,0,0.0,0,1150154,1.25,#C C picks the bottte of soap,picks bottte of soap,Logistics step involving picking up an object.,r002,Cleaning,,silver,57.4617786,2026-03-03T21:42:26.121129Z,Gold,e58a1cd6-cf82-4477-b8a3-8f749ebceffe,no
Object Transfer,14120,6,6,,2026-03-03T21:42:27.718838Z,5,5259,,no,0,0.0,0,1150155,0.707,#C C puts the bottle of soap down,puts bottle of soap down,Logistics step involving placing an object.,r002,Cleaning,,silver,86.6291786,2026-03-03T21:42:27.718853Z,Gold,e58a1cd6-cf82-4477-b8a3-8f749ebceffe,no
Object Transfer,14121,6,6,,2026-03-03T21:42:28.598368Z,12,1013,,no,0,0.0,0,1150156,0.375,#C C picks the utensil brush,picks utensil brush,"Logistics/Setup step, picking up an object.",r002,Cleaning,,silver,607.6992321677084,2026-03-03T21:42:28.598390Z,Gold,e58a1cd6-cf82-4477-b8a3-8f749ebceffe,no
Locomotion,14122,6,6,Object Transfer,2026-03-03T21:42:29.409394Z,4,8305,,no,0,0.0,0,1150157,5.987,#C C throws the dirt,throws dirt,"Body movement through space, likely involves throwing motion with high body acceleration.",r002,Cleaning,Essential Operation,silver,763.0040021677084,2026-03-03T21:42:36.534689Z,Bad,e58a1cd6-cf82-4477-b8a3-8f749ebceffe,no
Object Transfer,14123,6,6,,2026-03-03T21:42:41.151294Z,4,7363,,no,0,0.0,0,1150158,3.555,#C C places the mug on the rack,places mug on rack,"Logistics step, moving an object to a specific location.",r002,Cleaning,,silver,875.0924527881418,2026-03-03T21:42:41.151317Z,Gold,e58a1cd6-cf82-4477-b8a3-8f749ebceffe,no
Object Transfer,14124,6,6,,2026-03-03T21:42:42.338753Z,3,11121,,no,0,0.0,0,1150159,0.62,#C C picks the chopboard,picks chopboard,Logistics step involving picking up an object.,r002,Cleaning,,silver,1880.339873717188,2026-03-03T21:42:42.338767Z,Gold,e58a1cd6-cf82-4477-b8a3-8f749ebceffe,no
Stationary,14125,6,6,Essential Operation,2026-03-03T21:42:43.272566Z,8,2444,,no,0,0.0,0,1150160,3.407,#x x eats,x eats,"Low body/hand motion, eating involves minimal movement.",r002,Cooking,,silver,586.0149252666668,2026-03-03T21:42:46.439662Z,Bad,ed5791ed-49ec-4dca-8071-fa1024442841,no
Stationary,14126,6,6,Search,2026-03-03T21:42:56.707681Z,3,10488,,no,0,0.0,0,1150161,5.015,#c c looks at z,looks at z,"Low body/hand motion, primarily visual interaction.",r002,Cooking,,silver,601.1817252666667,2026-03-03T21:43:01.287493Z,Bad,ed5791ed-49ec-4dca-8071-fa1024442841,no
Locomotion,14127,6,6,,2026-03-03T21:43:02.616922Z,5,5828,,no,0,0.0,0,1150162,0.55,#y y runs,y runs,Body moving through space at a high speed.,r002,Cooking,,silver,743.5378652666667,2026-03-03T21:43:02.616937Z,Gold,ed5791ed-49ec-4dca-8071-fa1024442841,no
Stationary,14128,6,6,,2026-03-03T21:43:03.621303Z,4,8563,,no,1,1.0,1,1150163,0.423,#y y steps,y steps,"The action description is incomplete or unclear, suggesting a pause or stationary activity.",r002,Cooking,,silver,922.2910252666668,2026-03-03T21:43:03.621327Z,Gold,ed5791ed-49ec-4dca-8071-fa1024442841,no
Stationary,14129,6,6,,2026-03-03T21:43:04.693383Z,3,9424,watchlist_verb,yes,0,0.0,0,1150164,0.495,#y y holds ball,y holds ball,"Low body/hand motion, holding an object without movement.",r002,Cooking,,silver,1223.604301933333,2026-03-03T21:43:04.693408Z,Gold,ed5791ed-49ec-4dca-8071-fa1024442841,yes
Object Transfer,14130,6,6,,2026-03-03T21:43:05.889218Z,3,11725,,no,0,0.0,0,1150165,2.566,#C C places the ingredient on the counter,places ingredient on counter,Logistics step involving picking up and placing down an object.,r002,Cooking,,silver,67.1865786,2026-03-03T21:43:08.062079Z,Gold,f054bbcf-e9ed-42f7-8dd4-9167a9f24035,no
Essential Operation,14131,6,6,,2026-03-03T21:43:09.339582Z,5,4451,,no,0,0.0,0,1150166,0.454,#C C chops the rosemary,chops rosemary,"Core task, high hand activity.",r002,Cooking,,silver,238.1153486,2026-03-03T21:43:09.339607Z,Gold,f054bbcf-e9ed-42f7-8dd4-9167a9f24035,no
Object Transfer,14132,6,6,,2026-03-03T21:43:10.283283Z,3,11724,,no,0,0.0,0,1150167,0.414,#C C places the ingredient on the chopping board,places ingredient on chopping board,Logistics step involving picking up and placing down an object.,r002,Cooking,,silver,404.2344995863281,2026-03-03T21:43:10.283308Z,Gold,f054bbcf-e9ed-42f7-8dd4-9167a9f24035,no
Object Transfer,14133,6,6,,2026-03-03T21:43:11.544486Z,3,10372,,no,0,0.0,0,1150168,0.77,#C C lets go of the cup.,lets go of cup,"Action of letting go, which is a logistics step.",r002,Walking Outdoors,,silver,524.9965309546634,2026-03-03T21:43:11.544501Z,Gold,f0776c0c-e50c-4e2d-a3f6-5a53b323829d,no
Object Transfer,14134,6,6,,2026-03-03T21:43:12.597317Z,19,403,,no,0,0.0,0,1150169,0.495,#C C picks a piece of cloth on the chair,picks piece of cloth on chair,Logistics step involving picking up an object.,r002,Cooking,,silver,3.137505266666667,2026-03-03T21:43:12.597332Z,Gold,f2420e55-e559-40e1-9c96-863c6be763fd,no
Object Transfer,14135,6,6,,2026-03-03T21:43:13.657257Z,21,341,,no,0,0.0,0,1150170,0.468,#C C puts the piece of cloth on the bed,puts piece of cloth on bed,Logistics action involving picking up and placing an object.,r002,Cooking,,silver,6.852145266666667,2026-03-03T21:43:13.657283Z,Gold,f2420e55-e559-40e1-9c96-863c6be763fd,no
Object Transfer,14136,6,6,,2026-03-03T21:43:14.585125Z,4,7168,,no,0,0.0,0,1150171,0.428,#C C picks the pieces of clothes on the chair,picks pieces of clothes on chair,Logistics action of picking up objects.,r002,Cooking,,silver,56.39861526666667,2026-03-03T21:43:14.585140Z,Gold,f2420e55-e559-40e1-9c96-863c6be763fd,no
Stationary,14137,6,6,,2026-03-03T21:43:15.547687Z,13,812,,no,0,0.0,0,1150172,0.338,#C C converses with Man A,converses with man,Low body/hand motion while talking.,r002,Cooking,,silver,457.8283052666666,2026-03-03T21:43:15.547714Z,Gold,f2420e55-e559-40e1-9c96-863c6be763fd,no
Stationary,14138,6,6,,2026-03-03T21:43:18.360288Z,4,8303,,no,0,0.0,0,1150173,0.929,#C C throws clothe on the bed,throws clothe on bed,"The action involves a low-energy motion of throwing an object, which does not involve continuous body movement or high hand acceleration.",r002,Cooking,,silver,574.1482319333334,2026-03-03T21:43:18.360312Z,Gold,f2420e55-e559-40e1-9c96-863c6be763fd,no
Object Transfer,14139,6,6,,2026-03-03T21:43:20.291717Z,6,3816,,no,0,0.0,0,1150174,1.381,#C C puts cloths in a wardrobe,puts cloths in wardrobe,Logistics/Setup step involving picking up and putting down objects.,r002,Cooking,,silver,916.5513919333334,2026-03-03T21:43:20.291732Z,Gold,f2420e55-e559-40e1-9c96-863c6be763fd,no
Object Transfer,14140,6,6,,2026-03-03T21:43:23.863082Z,10,1441,,no,0,0.0,0,1150175,0.782,#C C Picks the hanger from the wardrobe,picks hanger from wardrobe,Logistics/Setup step involving picking up an object.,r002,Cooking,,silver,1094.4292986,2026-03-03T21:43:23.863107Z,Gold,f2420e55-e559-40e1-9c96-863c6be763fd,no
Object Transfer,14141,6,6,,2026-03-03T21:43:24.955670Z,10,1400,,no,0,0.0,0,1150176,2.7550000000000003,#C C Hangs the clothes in a wardrobe,hangs clothes in wardrobe,Logistics step involving picking up and placing an object.,r002,Cooking,Essential Operation,silver,1103.2502986,2026-03-03T21:43:29.316088Z,Gold,f2420e55-e559-40e1-9c96-863c6be763fd,no
Object Transfer,14142,6,6,,2026-03-03T21:43:25.945862Z,8,2012,watchlist_verb,yes,0,0.0,0,1150177,4.307,#C C Moves the clothes in the wardrobe,moves clothes in wardrobe,"Logistics of moving objects, likely involves picking up and putting down items.",r002,Cooking,Essential Operation,silver,1116.4906086,2026-03-03T21:43:34.006324Z,Gold,f2420e55-e559-40e1-9c96-863c6be763fd,yes
Stationary,14143,6,6,,2026-03-03T21:43:37.519945Z,3,9705,,no,0,0.0,0,1150178,2.751,#C C converses on the phone,converses on phone,"Low body/hand motion, likely standing or sitting still while talking.",r002,Cooking,,silver,1638.8698686,2026-03-03T21:43:37.519969Z,Gold,f2420e55-e559-40e1-9c96-863c6be763fd,no
Search,14144,6,6,,2026-03-03T21:43:38.778843Z,4,6917,,no,0,0.0,0,1150179,0.661,#C C measures a round wood in the round wood making machine with the caliper in both hands,measures round wood in round wood making machine with caliper in both hands,"Visual search/metric taking, hands are in a stationary position for measurement.",r002,Carpentry,,silver,6.4618886,2026-03-03T21:43:38.778857Z,Gold,f8514af9-61ce-49d9-9628-fbc0bcc736f9,no
Essential Operation,14145,6,6,,2026-03-03T21:43:43.030615Z,3,8587,watchlist_verb,yes,0,0.0,0,1150180,0.625,#C C adjusts the clamp of the round wood making machine with both hands.,adjusts clamp of round wood making machine with both hands,Core manual task involving high hand activity.,r002,Carpentry,,silver,29.1772786,2026-03-03T21:43:43.030639Z,Gold,f8514af9-61ce-49d9-9628-fbc0bcc736f9,yes
Stationary,14146,6,6,,2026-03-03T21:43:45.145741Z,6,3183,watchlist_verb,yes,0,0.0,0,1150181,0.517,#C C holds the gouge in his left hand.,holds gouge in his left hand,"Low body/hand motion, holding an object without movement.",r002,Carpentry,,silver,42.9163486,2026-03-03T21:43:45.145769Z,Gold,f8514af9-61ce-49d9-9628-fbc0bcc736f9,yes
Essential Operation,14147,6,6,,2026-03-03T21:43:46.366548Z,3,8614,watchlist_verb,yes,0,0.0,0,1150182,0.561,#C C adjusts a lever of the round wood making machine with his right hand.,adjusts lever of round wood making machine with his right hand,Adjusting a machine lever involves focused hand activity.,r002,Carpentry,,silver,42.9163486,2026-03-03T21:43:46.366571Z,Gold,f8514af9-61ce-49d9-9628-fbc0bcc736f9,yes
Essential Operation,14148,6,6,,2026-03-03T21:43:47.580608Z,5,5528,,no,0,0.0,0,1150183,0.588,#C C shaves the round wood in the round wood making machine with the second gouge in both hands.,shaves round wood in round wood making machine with second gouge in both hands,Core manual task involving high hand activity.,r002,Carpentry,,silver,101.6363086,2026-03-03T21:43:47.580631Z,Gold,f8514af9-61ce-49d9-9628-fbc0bcc736f9,no
Stationary,14149,6,6,,2026-03-03T21:43:48.729367Z,4,6004,watchlist_verb,yes,0,0.0,0,1150184,0.516,#C C holds the second gouge in both hands.,holds second gouge in both hands,"Low body/hand motion, holding position.",r002,Carpentry,,silver,161.5976886,2026-03-03T21:43:48.729391Z,Gold,f8514af9-61ce-49d9-9628-fbc0bcc736f9,yes
Stationary,14150,6,6,,2026-03-03T21:43:49.728900Z,10,1521,,no,0,0.0,0,1150185,0.413,#C C shakes wood shavings off his hands.,shakes wood shavings off his hands,"Low body/hand motion, more about settling dust/shavings.",r002,Carpentry,,silver,207.7103786,2026-03-03T21:43:49.728922Z,Gold,f8514af9-61ce-49d9-9628-fbc0bcc736f9,no
Stationary,14151,6,6,Essential Operation,2026-03-03T21:43:51.283251Z,5,5623,,no,0,0.0,0,1150186,4.943,#C C switches off the round wood making machine with his left hand.,switches off round wood making machine with his left hand,"The action involves a single hand movement to switch off a machine, indicating a low-energy, stationary state.",r002,Carpentry,,silver,255.1196686,2026-03-03T21:43:57.063680Z,Bad,f8514af9-61ce-49d9-9628-fbc0bcc736f9,no
Object Transfer,14152,6,6,,2026-03-03T21:44:05.662682Z,3,9881,,no,0,0.0,0,1150187,1.158,#C C drops the caliper onto the round wood making machine with his right hand.,drops caliper onto round wood making machine with his right hand,"[CtxFixed] The action of dropping the caliper onto the round wood making machine is a deliberate placement, which fits the criteria for 'Object Transfer'.",r002,Carpentry,,silver,263.2751986,2026-03-03T21:44:05.662714Z,Gold,f8514af9-61ce-49d9-9628-fbc0bcc736f9,no
Stationary,14153,6,6,,2026-03-03T21:44:06.723027Z,5,4204,watchlist_verb,yes,0,0.0,0,1150188,0.502,#C C holds the gouge in his right hand.,holds gouge in his right hand,"The action describes holding an object without any movement, indicating low energy and a stationary state.",r002,Carpentry,,silver,291.5683786,2026-03-03T21:44:06.723050Z,Gold,f8514af9-61ce-49d9-9628-fbc0bcc736f9,yes
Object Transfer,14154,6,6,,2026-03-03T21:44:07.940737Z,5,4919,,no,0,0.0,0,1150189,0.671,#C C picks a caliper from the round wood making machine with his left hand.,picks caliper from round wood making machine with his left hand,"The action involves picking up an object, which is a logistics step.",r002,Carpentry,,silver,293.4188786,2026-03-03T21:44:07.940750Z,Gold,f8514af9-61ce-49d9-9628-fbc0bcc736f9,no
Search,14155,6,6,,2026-03-03T21:44:10.293873Z,3,10818,,no,0,0.0,0,1150190,1.224,#C C measures the round wood with the caliper in both hands.,measures round wood with caliper in both hands,"The action involves measuring, which suggests a visual search or monitoring task with the hands in a steady position.",r002,Carpentry,,silver,295.0803186,2026-03-03T21:44:10.293887Z,Gold,f8514af9-61ce-49d9-9628-fbc0bcc736f9,no
Object Transfer,14156,6,6,,2026-03-03T21:44:11.255893Z,5,4962,,no,0,0.0,0,1150191,0.429,#C C picks the gouge from the round wood making machine with his right hand.,picks gouge from round wood making machine with his right hand,Logistics action of picking up an object.,r002,Carpentry,,silver,303.8651486,2026-03-03T21:44:11.255907Z,Gold,f8514af9-61ce-49d9-9628-fbc0bcc736f9,no
Stationary,14157,6,6,,2026-03-03T21:44:12.176217Z,5,4607,,no,0,0.0,0,1150192,0.38,#C C dusts sawdust off his left hand.,dusts sawdust off his left hand,"Low body/hand motion, primarily involves a light swipe or shake to remove dust.",r002,Carpentry,,silver,828.8741186,2026-03-03T21:44:12.176241Z,Gold,f8514af9-61ce-49d9-9628-fbc0bcc736f9,no
Object Transfer,14158,6,6,,2026-03-03T21:44:15.691232Z,3,11487,,no,0,0.0,0,1150193,1.347,#C C Picks up a box from a shelf,picks up box from shelf,Logistics step involving picking up an object.,r002,Mechanical Repair,,silver,21.759879586328125,2026-03-03T21:44:15.691256Z,Gold,fa21a282-6099-45cd-a4a7-39daf7973ec0,no
Object Transfer,14159,6,6,,2026-03-03T21:44:16.619852Z,5,5052,,no,0,0.0,0,1150194,0.409,#C C Picks up a bottle from a table,picks up bottle from table,Logistics step involving picking up an object.,r002,Mechanical Repair,,silver,169.3981395863281,2026-03-03T21:44:16.619875Z,Gold,fa21a282-6099-45cd-a4a7-39daf7973ec0,no
Essential Operation,14160,6,6,,2026-03-03T21:44:17.448493Z,9,1910,,no,0,0.0,0,1150195,0.372,#C C Sprays a part of a speaker,sprays part of speaker,Core manual task involving high hand activity.,r002,Mechanical Repair,,silver,194.1601495863281,2026-03-03T21:44:17.448517Z,Gold,fa21a282-6099-45cd-a4a7-39daf7973ec0,no
Stationary,14161,6,6,Object Transfer,2026-03-03T21:44:18.945808Z,10,1519,,no,0,0.0,0,1150196,4.798,#C C Shakes a bottle,shakes bottle,Shaking a bottle is a low-intensity action with minimal body movement.,r002,Mechanical Repair,Essential Operation,silver,210.9190495863281,2026-03-03T21:44:25.843759Z,Bad,fa21a282-6099-45cd-a4a7-39daf7973ec0,no
Object Transfer,14162,6,6,,2026-03-03T21:44:27.276870Z,7,2964,,no,0,0.0,0,1150197,0.787,#C C puts the screwdriver on the table,puts screwdriver on table,Logistics action of placing an object.,r002,Mechanical Repair,,silver,578.6490067217449,2026-03-03T21:44:27.276903Z,Gold,fa21a282-6099-45cd-a4a7-39daf7973ec0,no
Object Transfer,14163,6,6,,2026-03-03T21:44:28.258089Z,4,7826,,no,0,0.0,0,1150198,0.5,#C C puts the speaker on the table,puts speaker on table,"Logistics step, transferring the speaker to the table.",r002,Mechanical Repair,,silver,605.7346767217448,2026-03-03T21:44:28.258113Z,Gold,fa21a282-6099-45cd-a4a7-39daf7973ec0,no
Object Transfer,14164,6,6,,2026-03-03T21:44:29.187932Z,5,5025,,no,0,0.0,0,1150199,0.389,#C C picks the speaker,picks speaker,Logistics step involving picking up an object.,r002,Mechanical Repair,,silver,650.3111267217448,2026-03-03T21:44:29.187966Z,Gold,fa21a282-6099-45cd-a4a7-39daf7973ec0,no
Object Transfer,14165,6,6,,2026-03-03T21:44:30.571794Z,4,7063,,no,0,0.0,0,1150200,0.691,#C C picks a chuck on the electric board,picks chuck on electric board,"The action involves picking up an object, which is a logistics step.",r002,Mechanical Repair,,silver,846.6875146939458,2026-03-03T21:44:30.571810Z,Gold,fa21a282-6099-45cd-a4a7-39daf7973ec0,no
Essential Operation,14166,6,6,,2026-03-03T21:44:31.460057Z,6,3475,,no,0,0.0,0,1150201,0.421,#C C inserts a chuck on a screwdriver,inserts chuck on screwdriver,Core task involving manual operation with the hands.,r002,Mechanical Repair,,silver,859.0151946939458,2026-03-03T21:44:31.460081Z,Gold,fa21a282-6099-45cd-a4a7-39daf7973ec0,no
