video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,386.3912909546634,#C C washes the tray with water from the faucet with both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,401.4132709546634,#C C drops the tray on the kitchen counter with her right hand.,Cleaning,Object Transfer,"[CtxFixed] The action involves deliberately placing the tray onto the kitchen counter, which fits the definition of a deliberate placement.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,403.5945609546634,#C C washes both hands with the water from the faucet.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,404.66689095466336,#C C picks another sponge from the counter with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,405.8702309546634,#C C washes the sponge with the water from the faucet with her left hand.,Cleaning,Essential Operation,Core task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,406.6583509546634,#C C picks the bottle of dish wash soap from the kitchen counter with her right hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,407.9526309546634,#C C pours some dish wash soap on the sponge.,Cleaning,Essential Operation,Core task involving manual operation with hands.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,409.8331209546634,#C C drops the bottle of dish wash soap on the kitchen counter.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the bottle of dish wash soap onto the kitchen counter is a deliberate placement, which fits the criteria for 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,410.8399009546634,#C C turns off the faucet with her right hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics step involving a specific object interaction.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,411.1807409546634,#C C passes the sponge from her left hand to her right hand.,Cleaning,Object Transfer,"Logistics step, transferring an object between hands.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,411.6368309546634,#C C picks up a spoon from a plate in the sink with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,412.4551009546634,#C C washes the spoon with a sponge with her both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,419.5629809546634,#C C turns on the faucet with her right hand.,Cleaning,Object Transfer,Turning on the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,420.1575109546634,#C C washes the spoon with the water from the faucet with her left hand.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,424.7333809546634,#C C drops the spoon in a plate on the kitchen counter on the kitchen counter with her left hand.,Cleaning,Object Transfer,Refined via regex fallback,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,426.1042209546634,#C C picks up a plate from the sink with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,427.5717509546634,#C C turns off the faucet with her right hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics step involving a specific hand action.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,429.4909409546634,#C C washes the spoon with a sponge with her both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,439.9630609546634,#C C turns on the faucet with her right hand.,Cleaning,Essential Operation,Turning on the faucet is a core manual task involving fine motor skills.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,443.0733909546634,#C C washes the plate with the sponge and water from the faucet with her both hands.,Cleaning,Essential Operation,Core task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,482.5237809546634,#C C drops the sponge on the kitchen counter with her right hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the sponge on the kitchen counter is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,484.4092709546634,#C C turns off the faucet with her right hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,484.9810309546634,#C C drops the plate on the kitchen counter with her left hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the plate onto the kitchen counter is a deliberate placement, indicating that the plate is being put down after washing.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,486.77721095466336,#C C adjusts the faucet with her left hand.,Cleaning,Object Transfer,Adjusting the faucet involves a specific interaction with an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,487.4568609546634,#C C turns on the faucet with her left hand.,Cleaning,Object Transfer,Turning on the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,488.4409009546634,#C C washes both hands with water from the faucet.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,497.1219809546634,#C C adjusts the faucet with her right hand.,Cleaning,Object Transfer,Adjusting the faucet involves a specific action with the hand to manipulate an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,498.33399095466336,#C C turns off the faucet with her left hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics step involving a specific hand movement.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,500.3948309546634,#C C picks a filter from the sink with her right hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,506.8364109546634,#C C turns the content of the filter into a bin.,Cleaning,Essential Operation,Core task involving manual manipulation with high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,513.0785209546634,#C C drops the filter into the sink.,Cleaning,Object Transfer,Refined via regex fallback,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,514.3355109546634,#C C picks another filter from the sink with her right hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,518.8052009546634,#C C turns the content of the filter into the bin.,Cleaning,Essential Operation,"Core task involving manipulation, high hand activity.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,524.4078809546634,#C C drops the filter into the sink.,Cleaning,Object Transfer,Refined via regex fallback,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,526.2286909546634,#C C turns off the faucet with her right hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,527.4943409546635,#C C washes both hands with water from the faucet.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,528.3175409546634,#C C picks the bottle of dish wash soap from the kitchen counter with her right hand.,Cleaning,Object Transfer,Logistics action involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,529.4961909546633,#C C pours some dish wash soap on her left hand.,Cleaning,Essential Operation,Core task involving manual activity with high hand acceleration.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,531.1173909546634,#C C drops the bottle of dish wash soap on the kitchen counter.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the bottle of dish wash soap onto the kitchen counter is a deliberate placement, which fits the criteria for 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,531.9768809546634,#C C washes both hands with water from the faucet.,Cleaning,Essential Operation,Core task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,540.94867562133,#C C turns off the faucet with her right hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,546.8753456213301,#C C cuts a piece of tissue paper from a tissue paper roll with both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,549.5251756213302,#C C cleans both hands with the tissue paper on a table.,Cleaning,Essential Operation,Core task involving high hand activity.,gold
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,552.9631956213301,#C C picks a cup from the table with her left hand.,Cleaning,Object Transfer,"Logistics step, picking up an object.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,556.9264976213301,#C C drops the tissue paper into a bin with her right hand.,Cleaning,Object Transfer,"The action involves moving an object (tissue paper) to a destination (bin), which is a logistics step.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,559.26135762133,#C C pours water from the cup into a sink with her left hand.,Cleaning,Essential Operation,Core task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,559.80759762133,#C C turns on a faucet with her right hand.,Cleaning,Object Transfer,Turning on a faucet involves a specific action to engage with an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,561.4237976213301,#C C washes the cup with water from the faucet with her left hand.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,561.7468276213301,#C C turns off a faucet with her right hand.,Cleaning,Object Transfer,Turning off a faucet is a logistics action involving manipulation of an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,562.0228576213301,#C C pours water from the cup into the sink with her left hand.,Cleaning,Essential Operation,Core task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,567.0607776213301,#C C picks a jug from the table with her right hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,568.41572762133,#C C pours water from the jug into the cup on the table with her right hand.,Cleaning,Essential Operation,Core task involving active hand movement.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,566.38757762133,#C C drops the cup on the table with her left hand.,Cleaning,Object Transfer,Refined via regex fallback,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,572.6424976213301,#C C drops the jug on the table with her right hand.,Cleaning,Object Transfer,Refined via regex fallback,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,574.0822576213301,#C C picks the cup from the table with her right hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,578.22627762133,#C C pours water from the cup into the sink with her right hand.,Cleaning,Essential Operation,Core task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,579.2983876213301,#C C passes the cup from her right hand to her left hand.,Cleaning,Object Transfer,"Transfer of an object between hands, logistics step.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,579.94336762133,#C C turns on the faucet with her right hand.,Cleaning,Object Transfer,Turning on the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,581.81588762133,#C C washes the cup with water from the faucet with her left hand.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,582.19818762133,#C C turns off the faucet with her right hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,582.2181876213301,#C C pours water from the cup into the sink with her left hand.,Cleaning,Essential Operation,Core task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,583.6409176213301,#C C turns on the faucet with her right hand.,Cleaning,Essential Operation,Turning on the faucet is a core manual task with high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,584.1658376213301,#C C washes the cup with water from the faucet with her left hand.,Cleaning,Essential Operation,Core task involving manual activity with the hands.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,585.4048976213301,#C C pours water from the cup into the sink with her left hand.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
