action,batch,narration_text,reasoning,round,scenario,status,timestamp_sec,video_uid
Search,12,#C C looks across the road on left,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,Gold,3001.64109,c05389ca-2d74-4889-a8dd-a0f89d28a4b7
Locomotion,12,#C C moves baby stroller,"Body moving through space, likely involves walking.",r001,Walking Outdoors,Gold,3123.08776,c05389ca-2d74-4889-a8dd-a0f89d28a4b7
Search,12,#C C looks at man K,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,Gold,3194.15759,c05389ca-2d74-4889-a8dd-a0f89d28a4b7
Essential Operation,12,#C C stops the car on the traffic light,"The action describes a stop, indicating low body/hand motion.",r001,Mechanical Repair,Gold,498.4259786771741,c191e945-f7a1-4017-a2c0-8f9863c77ab1
Essential Operation,12,#C C continues to drive the car forward on the road with two hands on the steering wheel,"Body moving through space (driving), high body acceleration.",r001,Mechanical Repair,Gold,503.0257186771741,c191e945-f7a1-4017-a2c0-8f9863c77ab1
Essential Operation,12,#C C stops on zebra crossing,"The action indicates that C has stopped, implying low body/hand motion.",r001,Mechanical Repair,Gold,764.7317021677084,c191e945-f7a1-4017-a2c0-8f9863c77ab1
Essential Operation,12,#Summary C was on the road driving the car.,Implying movement through space (driving).,r001,Mechanical Repair,Gold,890.5543619333333,c191e945-f7a1-4017-a2c0-8f9863c77ab1
Essential Operation,12,#c c irons a sweatshirt,Core task involving repetitive hand movements.,r001,Cleaning,Gold,286.0946086,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Essential Operation,12,#c c spreads the shirt on the iron stand,The action involves placing an object and is likely to have minimal movement after the placement.,r001,Cleaning,Gold,541.6125986,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Essential Operation,12,#C C folds a sweater,"Low body/hand motion, focused on a small task.",r001,Cleaning,Gold,638.4887193320908,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Essential Operation,12,#C C folds a sweater,Core task involving manual dexterity and fine motor skills.,r001,Cleaning,Gold,711.8210193320908,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Object Transfer,12,#C C puts handkerchief on table,Logistics step involving the placement of an object.,r001,Cleaning,Gold,751.4597193320908,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Essential Operation,12,#C C irons a handkerchief with an iron box,Core manual task involving high hand activity.,r001,Cleaning,Gold,761.4395593320908,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Essential Operation,12,#C C folds a handkerchief,"Core manual task, high hand activity.",r001,Cleaning,Gold,788.5641793320908,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Object Transfer,12,#C C puts pant on the table,Logistics step involving moving an object (putting the pant on the table).,r001,Cleaning,Gold,810.0389693320908,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Essential Operation,12,#C C irons a pant with an iron box,Core manual task involving repetitive and focused hand movement.,r001,Cleaning,Gold,814.6747693320908,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Essential Operation,12,#C C folds a short,"Low body/hand motion, folding is a slow, precise action.",r001,Cleaning,Gold,854.4747676136719,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Essential Operation,12,#C C irons a shirt with an iron box,Core manual task involving high hand activity.,r001,Cleaning,Gold,956.570347613672,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Object Transfer,12,#C C puts iron box on the table,Logistics step involving moving an object (iron box) to a location (table).,r001,Cleaning,Gold,1024.0952976136718,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Object Transfer,12,#C C puts sweater on a table,Logistics action involving moving an object (sweater) to a location (table).,r001,Cleaning,Gold,1075.601427613672,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Essential Operation,12,#C C irons a sweater with an iron box,Core manual task involving repetitive hand movements.,r001,Cleaning,Gold,1106.682187613672,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Object Transfer,12,#C C picks a jumper,Logistics step of picking an object.,r001,Cleaning,Gold,1313.444507613672,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Essential Operation,12,#C C irons a jumper with an iron box,Core manual task involving repetitive hand movements.,r001,Cleaning,Gold,1321.474627613672,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Object Transfer,12,#C C puts jumper on a table,Logistics step involving moving an object from one place to another.,r001,Cleaning,Gold,1412.168558266755,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Essential Operation,12,#C C irons a pillow case with an iron box,"Core task involving manual operation with the iron, high hand activity.",r001,Cleaning,Gold,1668.292867613672,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Essential Operation,12,#C C folds a pillow case,"Low body/hand motion, focused on fine motor skills.",r001,Cleaning,Gold,1869.211897613672,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Object Transfer,12,#C C puts shirt on the table,Logistics step of moving an object (shirt) to a location (table).,r001,Cleaning,Gold,2132.277787255085,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7
Essential Operation,12,#C C washes spoon in the sink with a sponge,Core manual task involving high hand activity.,r001,Cleaning,Gold,24.6832096,c304122d-0f0a-4c6a-a5b4-63f8b7aed69c
Essential Operation,12,#C C washes fork in the sink with a sponge,Core manual task involving high hand activity.,r001,Cleaning,Gold,25.7943196,c304122d-0f0a-4c6a-a5b4-63f8b7aed69c
Object Transfer,12,#C C picks a cloth on the chair,Logistics step involving picking up an object.,r001,Cleaning,Gold,40.2096396,c304122d-0f0a-4c6a-a5b4-63f8b7aed69c
Essential Operation,12,#C C scoops #unsure in a bowl,Core task involving high hand activity.,r001,Cooking,Gold,46.3398586,c41806a7-231e-494f-8e0b-f72587269f79
Stationary,12,#C C bites #unsure,"Low body/hand motion, possibly minimal mouth movement.",r001,Cooking,Gold,79.6515886,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#C C puts chopsticks on a bowl,"Logistics step, putting an object down.",r001,Cooking,Gold,98.8590886,c41806a7-231e-494f-8e0b-f72587269f79
Stationary,12,#O A girl Z bites #unsure,"Low body/hand motion, focused action.",r001,Cooking,Gold,178.8288486,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#O A man Y puts mobile phone on table,"The action involves placing an object (mobile phone) on a surface (table), which is a logistics step.",r001,Cooking,Gold,228.3350286,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#O A girl Z moves #unsure in a bowl with chopsticks,"Core task involving manipulation with chopsticks, high hand activity.",r001,Cooking,Gold,236.8055486,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#C C moves a plate on table,"Logistics step, moving an object.",r001,Cooking,Gold,259.15835860000004,c41806a7-231e-494f-8e0b-f72587269f79
Search,12,#O A girl Z looks around,"Head movement (visual search), hands mostly still.",r001,Cooking,Gold,287.0672286,c41806a7-231e-494f-8e0b-f72587269f79
Essential Operation,12,#O A man Y operates #unsure,Uncertainty in the action description suggests a pause or idle state.,r001,Cooking,Gold,288.57244860000003,c41806a7-231e-494f-8e0b-f72587269f79
Essential Operation,12,#O A girl Z operates an iPad,Operating an iPad typically involves minimal body movement and can be considered a low-energy activity.,r001,Cooking,Gold,325.0344686,c41806a7-231e-494f-8e0b-f72587269f79
Essential Operation,12,#O A man Y operates a mobile phone,Operating a mobile phone typically involves minimal body movement and is generally a stationary activity.,r001,Cooking,Gold,346.2272886,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#C C puts #unsure in a pot with chopsticks,Logistics step involving placing an item in a pot.,r001,Cooking,Gold,414.4637886,c41806a7-231e-494f-8e0b-f72587269f79
Essential Operation,12,#C C stirs #unsure in a pot with chopsticks,Core task involving high hand activity.,r001,Cooking,Gold,420.3802286,c41806a7-231e-494f-8e0b-f72587269f79
Stationary,12,#O A girl Z moves hand around,Implies head or hand movement in a searching pattern.,r001,Cooking,Gold,424.3562486,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#C C moves #unsure in a bowl with chopsticks,Core task involving high hand activity with chopsticks.,r001,Cooking,Gold,430.48710860000006,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#O A man Y moves #unsure in a bowl with chopsticks,"[CtxFixed] The current action involves a man using chopsticks to move something in a bowl, which is a deliberate action of transferring an object.",r001,Cooking,Gold,455.6550086,c41806a7-231e-494f-8e0b-f72587269f79
Stationary,12,#O A man Y bites #unsure,"Low body/hand motion, likely involves minimal movement.",r001,Cooking,Gold,456.7245686,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#C C picks chopsticks in a bowl,Logistics step involving picking up objects.,r001,Cooking,Gold,460.0164786,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#C C moves pots,Body moving through space to move objects.,r001,Cooking,Gold,554.4700552666667,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#C C puts a stone in a tray,Logistics step involving picking up and placing an object.,r001,Cooking,Gold,563.2202952666668,c41806a7-231e-494f-8e0b-f72587269f79
Essential Operation,12,#C C rinses soup spoon in the sink,Core task involving high hand activity.,r001,Cooking,Gold,584.1227052666667,c41806a7-231e-494f-8e0b-f72587269f79
Essential Operation,12,#C C scoops #unsure in a pot with a soup spoon,Core task involving high hand activity.,r001,Cooking,Gold,608.3998952666667,c41806a7-231e-494f-8e0b-f72587269f79
Essential Operation,12,#C C scoops #unsure in a pot with a soup spoon into the sieve dish,Logistics action involving scooping and transferring the item.,r001,Cooking,Gold,654.1321652666667,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#C C moves sieve dish in the sink,Logistics step involving moving an object to a location.,r001,Cooking,Gold,739.1982452666667,c41806a7-231e-494f-8e0b-f72587269f79
Stationary,12,#C C holds a tray,"Low body/hand motion, holding an object without movement.",r001,Cooking,Gold,760.6974352666667,c41806a7-231e-494f-8e0b-f72587269f79
Essential Operation,12,#O A man Y hits a pot with chopsticks,Core manual task involving high hand activity.,r001,Cooking,Gold,785.1629852666667,c41806a7-231e-494f-8e0b-f72587269f79
Essential Operation,12,#C C shakes #unsure,"[CtxFixed] Shaking an object typically indicates an essential operation such as mixing, stirring, or ensuring the contents are well-distributed. This action is deliberate and functional, rather than a transfer of an object or a mistake.",r001,Cooking,Gold,787.7022552666667,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#O A man Y puts a spoon in a bowl,Logistics step involving picking up and placing an object.,r001,Cooking,Gold,800.4857352666668,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#O A man Y picks serviette on table,Logistics step involving picking up an object.,r001,Cooking,Gold,800.9331452666668,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#O A girl Z moves a bowl on the table,Logistics step involving moving an object.,r001,Cooking,Gold,824.6998252666667,c41806a7-231e-494f-8e0b-f72587269f79
Essential Operation,12,#C C turns #unsure with chopsticks in a bowl,"[CtxFixed] The action of turning something with chopsticks in a bowl is likely part of the process of manipulating or consuming food, which is an essential operation.",r001,Cooking,Gold,882.2304352666667,c41806a7-231e-494f-8e0b-f72587269f79
Locomotion,12,#O A girl Z moves around,"The action describes movement around a space, indicating locomotion with high body acceleration.",r001,Cooking,Gold,888.0603052666668,c41806a7-231e-494f-8e0b-f72587269f79
Stationary,12,#C C holds #unsure with chopsticks in a bowl,"Low body/hand motion, holding position.",r001,Cooking,Gold,899.3766052666667,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#O A woman Y picks mobile phone on the table,The action involves picking up an object from a surface.,r001,Cooking,Gold,901.4123652666668,c41806a7-231e-494f-8e0b-f72587269f79
Stationary,12,#O A woman Y sits on a chair,The action describes a static position with minimal movement.,r001,Cooking,Gold,916.5234652666668,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#C C picks #unsure with chopsticks in a bowl,Logistics step involving picking up an object.,r001,Cooking,Gold,928.1672552666666,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#C C puts a bowl in the cabinet,"Logistics/Setup step, moving an object to a location.",r001,Cooking,Gold,980.8618352666668,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#C C puts a bowl on the table,Logistics step involving picking up and placing down an object.,r001,Cooking,Gold,993.1591452666668,c41806a7-231e-494f-8e0b-f72587269f79
Essential Operation,12,#O A girl Z stirs #unsure in a bowl with chopsticks,Core manual task involving high hand activity.,r001,Cooking,Gold,1057.1277552666668,c41806a7-231e-494f-8e0b-f72587269f79
Essential Operation,12,#O A girl Z licks chopsticks,"Low body/hand motion, mostly hand to mouth.",r001,Cooking,Gold,1097.826021933333,c41806a7-231e-494f-8e0b-f72587269f79
Essential Operation,12,#C C hits pot with chopsticks,Core task involving high hand activity.,r001,Cooking,Gold,1126.6608819333333,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#O A man Y moves chopsticks,Core task involving high hand activity with chopsticks.,r001,Cooking,Gold,1147.203451933333,c41806a7-231e-494f-8e0b-f72587269f79
Essential Operation,12,#O A man Y bites potato,Core task involving manual manipulation (biting the potato).,r001,Cooking,Gold,1148.9317919333332,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#C C moves potato in a bowl with chopsticks,"Core task involving manipulation with chopsticks, high hand activity.",r001,Cooking,Gold,1156.4993019333333,c41806a7-231e-494f-8e0b-f72587269f79
Stationary,12,#O A man Y holds potato with chopsticks in a bowl,"The action describes holding an object, which involves minimal body or hand movement.",r001,Cooking,Gold,1261.7309719333334,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#O A man Y moves potato with chopsticks in a bowl,Logistics step involving picking up and moving an object.,r001,Cooking,Gold,1264.1168619333332,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#O A man Y moves potato in a bowl with chopsticks,Logistics step involving the manipulation of objects.,r001,Cooking,Gold,1331.522071933333,c41806a7-231e-494f-8e0b-f72587269f79
Object Transfer,12,#O A man Y moves #unsure in a bowl with chopsticks,"[CtxFixed] The current action involves the man using chopsticks to manipulate food in a bowl, which is a continuation of the previous essential operations involving scooping and putting food in a bowl.",r001,Cooking,Gold,1378.0212819333333,c41806a7-231e-494f-8e0b-f72587269f79
